institute,city,url
Colinas University of Boé,Bissau,Webpage-Not-Found
Faculty of Law of Guinea-Bissau,Bissau,Webpage-Not-Found
Jean Piaget University of Guinea-Bissau,Bissau,http://guine-bissau.unipiaget.org
Lusophone University of Guinea,Bissau,http://ulg.grupolusofona.pt
National School of Administration,Bilau,Webpage-Not-Found
Raúl Diaz Arguelles Faculty of Medicine/National School of Health,Bissau,Webpage-Not-Found
School of Education,Bissau,Webpage-Not-Found
